ARI_2_mean,ATSAVI_mean,blue_mean,CRI_2_mean,DATT_mean,DVI_mean,ENDVI_mean,EVI_mean,EVI_2_mean,GCI_mean,GNDVI_mean,green_mean,MCARI_mean,MCARI_1_mean,MCARI_2_mean,MSAVI_mean,MTCI_mean,MTVI_1_mean,MTVI_2_mean,NDCI_mean,NDRE_mean,NDVI_mean,NDWI_mean,NEXG_mean,NGRDI_mean,nir_mean,NPCI_mean,OSAVI_mean,PSRI_mean,RDVI_mean,RECI_mean,red_mean,rede_mean,RERI_mean,RGVI_mean,RVI_1_mean,RVI_2_mean,R_MCARI_MTVI2_mean,R_TCARI_OSAVI_mean,SAVI_mean,SAVI_2_mean,SIPI_mean,SPVI_mean,SRPI_mean,TCARI_mean,TSAVI_mean,TVI_mean,HEALTH_STA
14,0.093979076,,0.44922805,0.17086354,1.3802199,0.11245384,0.05584508,0.26761544,0.11021257,0.2550875,0.10916561,0.4315654,0.032863367,0.19204275,0.29442403,0.11434721,32.59744,0.19204275,0.294424,0.03443361,0.1315078,0.11656974,0.023853553,0.05863117,0.050564434,0.531814,0.027344426,0.09988881,0.08169368,0.11362767,0.3114977,0.42041996,0.40757203,0.05621954,0.9813839,1.2688189,1.2403932,0.26051232,1.8124272,0.114959426,1.6089697,0.090471484,0.12888186,1.0729057,0.08780439,0.06417895,7.4009757,HEALTHY
14,inf,,0.12233398,inf,0.34656727,0.2792781,0.36265114,0.23945741,0.39668423,inf,0.37813708,0.16786279,0.48817268,0.49160904,2.199609,0.37342477,0.60493875,0.49160904,2.199609,0.2596785,0.13382623,0.5208839,0.051984657,0.23485672,0.18885176,0.38985854,0.047077015,0.3893803,0.050792307,0.37357458,0.31472299,0.110597536,0.29693085,0.4447924,inf,3.42237,inf,1.3133718,0.8000679,0.3880073,523.9681,0.4991475,0.34434992,1.1098397,0.32517728,0.4118419,19.049427,HEALTHY
15,0.61304545,,0.19580562,2.2892902,2.0315201,0.13548104,0.16236597,0.33683893,0.19972837,0.9239027,0.28127083,0.1742428,inf,0.23454319,0.36030906,0.19195391,30.181686,0.23454319,0.36030906,0.12931912,0.3442955,0.29707295,0.0771318,0.19727473,0.1705854,0.2947874,0.099967,0.21620934,0.33717903,0.1955323,1.1963786,0.16285759,0.14548771,0.15408114,1.0178692,inf,1.8486774,inf,inf,0.20826893,75.11057,0.23197691,0.15581468,inf,inf,0.1997366,8.979095,HEALTHY
15,0.88970566,,0.10375358,3.088312,0.3900544,0.24556717,0.3287476,0.20272085,0.3413777,1.1807977,0.34730515,0.14241774,0.4647761,0.43149063,2.9221547,0.31491816,1.9031006,0.43149063,2.9221547,0.23661472,0.1310619,0.47255945,0.09888905,0.22731152,0.18342513,0.33755124,0.05449545,0.33638322,inf,0.32388368,inf,0.09353827,0.25289232,0.4059078,0.73623925,3.2480702,2.1684287,0.8272674,0.7124833,0.33042035,44.426544,0.45276403,0.30534205,1.1045936,0.26122677,0.48750716,16.727602,HEALTHY
16,0.18272732,,0.45000416,0.2948782,1.2231086,0.21282107,0.08946075,1.1910276,0.20988035,0.48489234,0.18613683,0.41536504,0.055258345,0.35958928,0.8052288,0.21226963,22.923227,0.3595893,0.8052288,0.054738674,0.23400888,0.21356961,0.031233497,0.09608095,0.08772038,0.60104394,0.04025268,0.18367873,0.13518189,0.21241668,0.6392609,0.3887788,0.3719723,0.076553114,0.9535533,1.5652461,1.4730272,0.26174885,0.8440857,0.2125923,2.0435889,0.15427904,0.2460223,1.1716483,0.1380153,0.15505348,14.001778,HEALTHY
16,inf,,0.1868417,inf,0.38862836,0.28552818,0.28257117,0.25427943,0.36948055,inf,0.32687393,0.22596267,0.3320602,0.49171233,0.9441218,0.35437813,0.73535365,0.49171233,0.9441218,0.21048269,0.1305687,0.42835087,0.056520745,0.15598868,0.12876238,0.45966688,0.028159061,0.3430807,0.06541722,0.3472612,0.3066258,0.17473757,0.35212165,0.36930007,inf,2.6159458,inf,9.439048,1.1398749,0.3633253,5.4330063,0.4096164,0.36060363,1.0724323,0.36999848,0.35641637,19.19701,HEALTHY
17,0.09197869,,0.5462033,0.13596772,1.6174914,0.1448203,0.055560034,0.8829062,0.12571396,0.26622373,0.11350367,0.5229511,inf,0.24514604,0.59728193,0.13210537,33.33715,0.24514602,0.5972819,0.032811057,0.1384877,0.12350483,0.024898063,0.057977665,0.050332885,0.6520407,0.02602114,0.10857987,0.0818297,0.13317908,0.33005965,0.50805736,0.4924603,0.05425709,0.97899985,inf,1.2552596,inf,1.440841,0.12965085,2.4913716,0.09327018,0.16675483,inf,0.104189254,0.076808184,9.491936,HEALTHY
17,inf,,0.1191529,inf,0.37233293,0.26912323,0.36101666,0.23083687,0.3931886,inf,0.3859425,0.15847115,0.412585,0.4651559,1.1433575,0.37499943,0.741865,0.4651559,1.1433576,0.26306352,0.14425294,0.5163793,0.0580625,0.22419617,0.18090479,0.37761986,0.03911259,0.38822356,0.086424775,0.36784083,0.3445363,0.10904701,0.2798241,0.4297606,inf,3.3944163,inf,18.19102,0.7949525,0.3863855,37.015083,0.49696657,0.33917028,1.0954244,0.3098776,0.44008145,18.13859,HEALTHY
18,0.310593,,0.31386554,0.71060425,1.6670144,0.1548252,0.12011442,0.56454176,0.18353648,0.58986104,0.21041845,0.28977388,0.06537278,0.27135393,0.53111583,0.18186998,17.6376,0.27135393,0.53111583,0.08628155,0.25104123,0.21599759,0.06240055,0.13864203,0.116242036,0.4271239,0.07358209,0.17533848,0.22093506,0.17781258,inf,0.27779928,0.25614914,0.12028651,0.99855036,1.57554,1.5315634,0.29628715,3.112064,0.18876277,2.4612546,0.17372164,0.1789411,1.1616874,0.14287321,0.15013376,10.3162,HEALTHY
18,0.5573087,,0.13681307,1.5323524,0.559349,0.20832202,0.21942459,0.17742315,0.26698247,0.7504499,0.24112895,0.169069,0.33112654,0.36875695,2.6034787,0.24851996,1.0277449,0.36875698,2.6034787,0.1634247,0.091510534,0.3273052,0.07436867,0.14965904,0.12277101,0.3269634,0.028749261,0.24932922,inf,0.24421214,inf,0.12748083,0.26096517,0.30602086,0.8272806,2.2861414,1.7116702,0.6123414,0.94173086,0.25818425,24.897058,0.3123319,0.25982925,1.0624416,0.2618664,0.49427772,14.255827,HEALTHY
19,0.627519,,0.20780775,1.9668078,1.1618963,0.17621447,0.15305081,1.065042,0.25807598,1.0361583,0.30915275,0.17778057,inf,0.29448998,0.24128875,0.24867927,33.050488,0.29449,0.24128874,0.11239046,0.4002138,0.36413094,0.042196695,0.18429948,0.17199391,0.33184674,0.07007029,0.27099586,0.2886459,0.25167054,1.4751418,0.1557496,0.14264484,0.113440506,0.9429201,inf,2.017107,inf,inf,0.26544228,9.3460245,0.25638118,0.20447041,inf,inf,0.24608576,11.533122,HEALTHY
19,inf,,0.11657044,inf,0.35480753,0.32539177,0.42724043,0.27823582,0.47683287,inf,0.43050656,0.16638976,0.59382397,0.56883466,0.867242,0.45675153,0.57357323,0.5688346,0.867242,0.30103374,0.15467495,0.59933084,0.061328623,0.29234982,0.23683527,0.42743382,0.055570215,0.45816997,0.0701532,0.43840784,0.37396622,0.10212223,0.31233582,0.48476124,inf,4.261029,inf,12.09225,0.7625036,0.46153557,103.9848,0.5716603,0.4043154,1.1597176,0.34446046,0.5219894,22.093168,HEALTHY
1,0.06815353,,0.4601686,0.12535252,1.3967136,0.091242775,0.044798784,0.19251826,0.088162094,0.20018834,0.08834897,0.44546822,0.02683029,0.15584669,0.23647381,0.09221388,27.368023,0.15584669,0.23647381,0.026362946,0.10551686,0.09342842,0.018650116,0.04651431,0.039487485,0.5269846,0.021639341,0.080219604,0.065847434,0.09146008,inf,0.43692538,0.4260185,0.048060592,0.98547804,1.2078393,1.1877451,0.5910774,2.1126893,0.09256693,1.5130953,0.07310401,0.104748696,1.0556328,0.07366553,0.045637064,6.003952,HEALTHY
1,0.74078584,,0.17116849,1.6431998,0.39301115,0.2736244,0.2749322,0.23654382,0.352633,1.047656,0.32240096,0.20545207,0.32951176,0.46527734,2.445335,0.33256018,0.71526253,0.46527737,2.445335,0.20484887,0.13030519,0.4155505,0.24708176,0.14265151,0.11924476,0.43349278,0.029097935,0.32807484,0.054381818,0.33217248,0.30948502,0.16007131,0.3242693,0.34865937,0.8034402,2.6451533,2.0469456,0.72490335,0.95441467,0.34432387,6.082711,0.3986182,0.3499796,1.0705364,0.32715303,0.3249046,18.242794,HEALTHY
2,0.61208427,,0.2744795,1.5837661,1.769047,0.17932928,0.16705368,0.91593444,0.22637933,0.8961149,0.27384928,0.24711826,0.106320776,0.317556,0.7170421,0.22100285,18.157888,0.317556,0.7170421,0.1343444,0.32761407,0.28011477,0.092252046,0.20224386,0.17084232,0.40466613,0.111554496,0.22041704,0.35181367,0.21491018,1.1286998,0.23434857,0.20887387,0.17187716,1.0367341,1.8622029,1.7943871,0.26051936,2.4996982,0.23040415,4.712848,0.22695422,0.20713736,1.2647858,0.17965822,0.21006162,12.01632,HEALTHY
2,0.5311394,,0.18495736,0.7871401,1.2778181,0.28441638,0.20985433,0.23099683,0.31043896,0.68235356,0.21182965,0.21745184,0.45059562,0.508037,3.9169407,0.28759995,1.7468107,0.508037,3.916941,0.15324795,0.073182344,0.29732537,0.063421294,0.14162318,0.11311505,0.36032927,0.013884231,0.25289786,0.03870057,0.20426327,0.16703331,0.17666793,0.304758,0.28229433,0.8825436,1.8140295,1.4111009,0.2293124,2.2468371,0.28969744,3.47307,0.28512436,0.3881595,1.0381929,0.3809155,0.4768784,19.578585,HEALTHY
3,0.50234383,,0.26163965,1.3396666,1.6305555,0.17209241,0.15071161,0.67499906,0.2241519,0.839381,0.26729035,0.23408332,inf,0.29814306,0.5030164,0.21864228,20.394226,0.29814303,0.5030164,0.11427267,0.32836103,0.28367272,0.06845935,0.1819293,0.15597688,0.3870204,0.09352069,0.22185485,0.3026792,0.2160509,1.0959191,0.21860392,0.19694449,0.14082809,1.0011467,inf,1.7741153,inf,inf,0.22944261,5.7579536,0.2197294,0.1981599,inf,inf,0.2017224,11.404745,HEALTHY
3,0.7100706,,0.112896994,2.3495688,0.39048466,0.18280125,0.26053157,0.16051768,0.269899,0.99253297,0.300924,0.13691866,0.23775876,0.3121513,0.9078807,0.2549068,0.7905192,0.3121513,0.9078807,0.1932467,0.12236923,0.39021567,0.10302802,0.14459936,0.119896494,0.28817874,0.033381756,0.279719,inf,0.2602006,inf,0.105761886,0.21620695,0.33217567,0.8125545,2.5894241,1.9905492,3.2649796,0.712544,0.26979116,69.11574,0.37462398,0.23249589,1.0660195,0.21315679,0.3541504,12.220981,HEALTHY
4,0.10048758,,0.5220009,0.1506266,1.1608638,0.17103744,0.0604876,0.73692894,0.1538678,0.31830782,0.13293795,0.49304867,inf,0.28678292,0.6089878,0.15988606,40.70899,0.28678292,0.6089878,0.03445814,0.16555177,0.15238065,0.022465885,0.062151276,0.056689423,0.642337,0.024813984,0.13325465,0.08360573,0.16112998,0.405947,0.4716013,0.45872328,0.054794185,0.9643089,inf,1.3125343,inf,inf,0.1578676,1.6846803,0.10852566,0.19816753,inf,inf,0.09931326,11.204424,HEALTHY
4,inf,,0.13765919,inf,0.377743,0.35427526,0.40685633,0.2984333,0.49039134,inf,0.42845258,0.18803652,0.5596026,0.6107348,1.0233682,0.4675911,0.6359122,0.6107349,1.0233682,0.28901237,0.1611802,0.5769074,,0.25288096,0.20457436,0.47789937,0.04798698,0.45402306,0.06191272,0.4494617,0.39014718,0.1236241,0.34433764,0.45295036,inf,3.8934708,inf,6.1012225,0.8469458,0.4715304,122.42211,0.55335796,0.44663242,1.1263697,0.3864857,0.50595045,23.832554,HEALTHY
5,0.22085005,,0.214498,0.7538073,1.5213299,0.091564216,0.09958305,0.14709109,0.1305459,0.4795053,0.18178043,0.20018028,0.03328889,0.15845087,0.43879282,0.126423,18.2302,0.15845087,0.43879274,0.067369625,0.2187715,0.19007699,0.046250597,0.11168604,0.09494287,0.28188235,0.05518248,0.14191964,0.17062274,0.12987906,0.5923398,0.19200835,0.18038334,0.09959086,0.9833946,1.4872997,1.4408822,0.08588782,1.1596353,0.13892387,2.976558,0.15051083,0.10513408,1.1348165,0.07922718,0.09858453,6.0524797,HEALTHY
5,0.5395834,,0.1785919,1.3023533,0.35324597,0.22134155,0.22532569,0.19535246,0.2827875,0.7487962,0.25543004,0.21417964,0.28597945,0.38775235,2.0263448,0.26813495,0.6338331,0.38775238,2.0263448,0.16870351,0.09434753,0.34105015,0.17668614,0.13171282,0.10660469,0.39113858,0.025247725,0.26775762,0.039692946,0.26994824,0.21297945,0.17029929,0.31740606,0.3239932,0.82657063,2.2136986,1.7468712,0.9247842,1.0434581,0.27982092,4.6126494,0.3282298,0.27438015,1.0478303,0.3035564,0.25001147,15.050421,HEALTHY
6,0.31743318,,0.24337196,0.9008942,1.4133378,0.13635139,0.12044895,0.3280493,0.1846258,0.6446563,0.22653012,0.22045855,0.05003617,0.23207705,0.27520558,0.17996365,35.82613,0.23207705,0.27520558,0.08427534,0.2785358,0.24670205,0.052173927,0.13932377,0.12135659,0.34140414,0.064844854,0.18994355,0.21052477,0.18106994,inf,0.20663965,0.19204758,0.11395108,0.97337425,1.6946325,1.6071889,0.16411978,1.0697309,0.19236644,3.4975128,0.18618442,0.15687075,1.2098505,0.10941499,0.15104888,8.957751,HEALTHY
6,inf,,0.10142043,inf,0.36608002,0.233983,0.35272965,0.20091632,0.3511299,inf,0.3763437,0.13697122,0.4064278,0.4070674,1.4147228,0.33069488,0.62606126,0.4070674,1.4147228,0.2543165,0.13881536,0.50749344,0.018942466,0.22183396,0.17930987,0.32610592,0.047991235,0.36200127,0.06942302,0.33591592,0.32974574,0.09215364,0.24378116,0.42371553,inf,3.4001245,inf,3.5839403,0.6744096,0.34728423,98.898895,0.48702857,0.2921464,1.104525,0.25644523,0.37163082,15.836865,HEALTHY
7,0.35097727,,0.26871228,0.9484066,2.3203611,0.13453126,0.1314315,0.37098247,0.17147154,0.61957824,0.21608506,0.249796,0.06611353,0.2405446,0.41040233,0.16842787,33.61972,0.24054462,0.4104024,0.096471936,0.2552465,0.21721241,0.07479418,0.15275443,0.1272956,0.36681294,0.08820746,0.17095657,0.25296545,0.16370608,0.7540684,0.24068516,0.21990635,0.13841696,1.0132972,1.5734239,1.539433,0.34731573,6.211151,0.1777694,2.9517496,0.18033592,0.15549932,1.1587654,0.13674702,0.14907643,9.067474,HEALTHY
7,0.6370102,,0.12292592,1.3220136,1.5224205,0.22408219,0.2174995,0.1771896,0.27731305,0.7869439,0.22206368,0.15173712,0.41322026,0.39802465,2.7964242,0.2568013,2.590524,0.39802465,2.7964242,0.16447893,0.0867884,0.29827496,0.07443189,0.1622786,0.12965584,0.3037586,0.025738748,0.23901632,0.06144384,0.22046338,0.20320469,0.11544455,0.23912029,0.27172995,0.8568008,2.2476785,1.6403031,0.52244693,9.114786,0.25920856,60.292084,0.28770873,0.29928368,1.0531414,0.25588557,0.57070273,15.347645,HEALTHY
8,0.11228936,,0.5174643,0.17036319,1.3748318,0.16566952,0.064188786,0.7987349,0.14928639,0.32025182,0.13297,0.49022335,0.044539925,0.2806072,0.63537914,0.1550874,36.706577,0.2806072,0.63537914,0.03863795,0.16352168,0.14806992,0.024069022,0.067795865,0.059419207,0.6363033,0.02911937,0.12941597,0.09410942,0.15599647,0.40180156,0.47124493,0.45624852,0.062167913,0.970586,1.3567098,1.309455,0.2162714,5.372831,0.15321189,1.6719003,0.10933881,0.19076897,1.1041491,0.11678802,0.09754515,10.880562,HEALTHY
8,inf,,0.101108804,inf,0.38538355,0.26502627,0.4027866,0.23215029,0.40700492,inf,0.4346176,0.13585402,0.426899,0.45414007,1.2409997,0.38754982,0.67547697,0.45414007,1.2409997,0.2930225,0.16576271,0.57647693,,0.23982087,0.19895811,0.35439625,0.054978296,0.41812414,0.06887959,0.38512042,0.40727335,0.08936997,0.25214338,0.44578525,inf,3.9653366,inf,4.2032886,0.6515471,0.4022281,260.72055,0.5513991,0.3358815,1.1420779,0.2762204,0.46966523,17.760607,HEALTHY
9,0.09621786,,0.52489483,0.14549002,1.2560402,0.15660435,0.05975959,0.8936685,0.13990462,0.29501784,0.12432303,0.4990127,inf,0.2640547,0.5767708,0.14594191,53.378536,0.2640547,0.5767707,0.03450593,0.15231575,0.138727,0.021480123,0.062826134,0.05512889,0.6364769,0.026447153,0.1213967,0.08360786,0.14681749,0.36839312,0.48053896,0.4669804,0.058411997,0.9702846,inf,1.2843816,inf,1.504873,0.14396456,1.6296098,0.10209489,0.18065049,inf,0.108779304,0.08883963,10.282254,HEALTHY
9,0.64130104,,0.15687731,1.6535329,0.36950794,0.2342353,0.2570752,0.2048728,0.3103276,0.89710647,0.29180318,0.19213828,0.30852613,0.4074865,2.0553942,0.29273647,0.64483744,0.4074865,2.0553942,0.18926968,0.1126978,0.3876064,0.04555992,0.1474616,0.12063276,0.38145828,0.028924797,0.2983446,inf,0.29538387,inf,0.14734437,0.29724243,0.3457943,0.80247355,2.4777675,1.8965105,1.4798751,0.9268081,0.306122,6.5594163,0.37176976,0.29242116,1.063286,0.30022642,0.28586662,15.853121,HEALTHY
