ARI_2_mean,ATSAVI_mean,blue_mean,CRI_2_mean,DATT_mean,DVI_mean,ENDVI_mean,EVI_mean,EVI_2_mean,GCI_mean,GNDVI_mean,green_mean,MCARI_mean,MCARI_1_mean,MCARI_2_mean,MSAVI_mean,MTCI_mean,MTVI_1_mean,MTVI_2_mean,NDCI_mean,NDRE_mean,NDVI_mean,NDWI_mean,NEXG_mean,NGRDI_mean,nir_mean,NPCI_mean,OSAVI_mean,PSRI_mean,RDVI_mean,RECI_mean,red_mean,rede_mean,RERI_mean,RGVI_mean,RVI_1_mean,RVI_2_mean,R_MCARI_MTVI2_mean,R_TCARI_OSAVI_mean,SAVI_mean,SAVI_2_mean,SIPI_mean,SPVI_mean,SRPI_mean,TCARI_mean,TSAVI_mean,TVI_mean,HEALTH_STA
14,inf,,0.45342994,inf,5.528845,0.09694311,0.082512036,1.5803812,0.101737335,inf,0.21423376,0.34547833,0.11455393,0.17177808,0.37336832,0.103926376,22.863277,0.1717781,0.37336832,0.20107701,0.15908615,0.112205744,0.10503585,0.09221514,0.08384158,0.43774116,0.08721962,0.09430172,0.33511508,0.09472519,0.4231806,0.41220325,0.36861965,0.22328837,inf,1.092185,inf,0.2282455,46.14499,0.105921276,1.4267495,0.110446334,0.11879532,1.1193242,0.21057452,0.08919356,6.172775,HEALTHY
14,0.3481276,,0.21500061,0.6821667,1.85759,0.1465102,0.12457908,0.11322258,0.16238925,0.50164604,0.17116998,0.2258315,0.116890915,0.2294498,1.111085,0.1577365,3.9253087,0.2294498,1.111085,0.10672913,0.077211365,0.17699124,0.035481483,0.043982413,0.027203316,0.3560703,0.031089071,0.14607497,0.03659466,0.14756733,0.17675306,0.22272539,0.29281828,0.1518263,0.9960661,1.4854244,1.4632508,0.6454515,1.3914002,0.16167268,2.462194,0.18436828,0.21403192,0.97520494,0.18163851,0.29517016,9.234098,HEALTHY
15,inf,,0.34644616,inf,6.827537,0.081814356,0.09148344,0.7282993,0.09979283,inf,0.24590278,0.25458434,0.10234923,0.14414611,0.18586655,0.09956504,9.226273,0.14414611,0.18586655,0.2345126,0.17867179,0.12452476,0.116477,0.1040267,0.09468158,0.33363044,0.09982071,0.09949958,0.39359182,0.09205605,0.5059498,0.3145445,0.27627444,0.25569886,inf,1.0992599,inf,0.20357345,15.003474,0.105117306,1.6544614,0.1229224,0.09987061,1.1271594,0.17624705,0.09950363,5.136426,HEALTHY
15,0.5173771,,0.17305674,1.1179996,0.7593096,0.18061975,0.16573556,0.13456526,0.21035077,0.7312831,0.22870542,0.18536916,0.16465853,0.28095818,1.7113616,0.19971728,3.1119874,0.28095818,1.7113616,0.14322089,0.100683026,0.2381511,0.058699436,0.06316484,0.04154616,0.34897146,0.036874343,0.1909511,0.050624985,0.1933434,0.2348091,0.17912996,0.26952252,0.18939921,0.98714805,1.7559185,1.693729,0.68924093,0.9244034,0.20635201,3.5941672,0.24465895,0.25794917,0.9788914,0.20416445,0.391819,11.312812,HEALTHY
16,inf,,0.3814944,inf,6.792651,0.084540956,0.084834635,0.43970767,0.09729965,inf,0.23140535,0.2847183,0.10057824,0.14702414,0.21439928,0.09807744,8.435559,0.14702414,0.21439932,0.21973757,0.16450739,0.11542167,0.10703089,0.09626114,0.08471537,0.36989546,0.092702344,0.094266094,0.3609897,0.089581415,0.44436908,0.34960222,0.31014818,0.2320034,inf,1.08972,inf,0.16374798,34.71675,0.102137245,1.5338417,0.114943266,0.103646375,1.1102698,0.18000181,0.08777964,5.252484,HEALTHY
16,inf,,0.090013616,inf,0.5519997,0.29845265,0.42067465,0.23548804,0.43890008,inf,0.5504108,0.09960693,0.41486686,0.45250332,1.9436666,0.41166526,1.1667948,0.4525033,1.9436663,0.37273142,0.23192091,0.5833839,,0.12615544,0.117964335,0.38370392,0.06699707,0.4289169,0.067238376,0.40747064,0.61718076,0.08532461,0.23229003,0.3544639,inf,4.545162,inf,1.6577269,0.43175596,0.42238408,182.42458,0.5801114,0.41767332,1.0774935,0.18319878,0.47421467,18.485365,HEALTHY
17,inf,,0.49579665,inf,5.441652,0.11342592,0.09021998,0.73610115,0.11321693,inf,0.24959381,0.35779384,0.14360327,0.19554085,0.5138119,0.11600631,8.391688,0.19554085,0.5138119,0.238064,0.17371666,0.12030294,0.10997887,0.09985414,0.08879475,0.47781914,0.09825145,0.102320306,0.40063694,0.106620796,0.47844335,0.45285064,0.39772642,0.24670869,inf,1.0910511,inf,0.23829842,18.441336,0.11691778,1.410125,0.1207638,0.13707684,1.1175114,0.24594685,0.09950084,7.016659,HEALTHY
17,0.36286992,,0.20365153,0.9990119,0.53488946,0.13149282,0.1439536,0.11311284,0.16752656,0.5756363,0.21685193,0.21497554,0.08204673,0.19122645,0.5497354,0.16369183,1.4393603,0.19122645,0.5497354,0.12501055,0.09563276,0.21524511,0.15322587,0.043433014,0.026044596,0.34555387,0.038808472,0.16843136,0.0434148,0.16625586,0.21410199,0.2147046,0.28338927,0.17692488,1.0060805,1.5735092,1.5737767,2.1247175,0.8023397,0.1741961,2.7127101,0.230981,0.18144883,0.9577707,0.1518105,0.13047706,7.9298863,HEALTHY
18,0.6923609,,0.51308155,1.3298625,5.1626897,0.114266865,0.08537561,0.58248484,0.11125206,0.70971334,0.22436716,0.3867326,0.13897668,0.20525642,0.57470345,0.114439845,6.834664,0.20525642,0.57470345,0.21099171,0.16861492,0.11624487,0.10900278,0.094794646,0.086633794,0.4969781,0.092824005,0.09957703,inf,0.10492249,inf,0.46804622,0.4156144,0.23427688,1.3571895,1.0943868,1.468698,0.25327733,18.17879,0.1147835,1.3818358,0.11340658,0.14243725,1.117267,0.24885827,0.096924804,7.3834763,HEALTHY
18,0.81244993,,0.14579982,1.3756287,1.3918483,0.23808114,0.19965416,0.17938046,0.27916762,1.0537928,0.25774202,0.15250212,0.26570103,0.38591883,2.2894018,0.25942618,3.0083652,0.38591883,2.2894018,0.17444694,0.116758056,0.28466195,0.06332573,0.060799774,0.052876327,0.33005902,0.019800361,0.23524183,0.039061032,0.21072239,0.29479373,0.14235589,0.23770791,0.20506364,0.96159375,2.0189962,1.8456743,0.23160672,2.066497,0.26153702,5.6723366,0.27722296,0.36469033,1.0230105,0.23053415,0.5194512,15.374025,HEALTHY
19,0.64695376,,0.42223486,1.5039624,5.755906,0.08897799,0.08044865,0.45228317,0.096881926,0.66363806,0.21477795,0.32001358,0.10516681,0.15679115,0.27613255,0.098553576,13.363713,0.15679115,0.27613255,0.20255955,0.15721814,0.10997287,0.104377605,0.0916864,0.082433425,0.40817642,0.08760227,0.091452934,inf,0.090264596,inf,0.3867869,0.34489882,0.22050905,1.3385278,1.0840499,1.4396601,0.33643115,15.821792,0.10130755,1.445674,0.10891574,0.10731306,1.1100959,0.19421145,0.08514595,5.560712,HEALTHY
19,1.2349505,,0.13126981,3.3397546,0.50384957,0.2538159,0.33746833,0.19258034,0.34999552,1.6953616,0.4476029,0.15011847,inf,0.37282282,1.1291392,0.33472863,1.2394525,0.37282282,1.1291392,0.2885805,0.18492863,0.4533454,0.2708215,0.092384756,0.06180807,0.39956957,0.07844942,0.3458512,0.070731975,0.33444667,0.46203774,0.14581247,0.2768556,0.31145895,0.9993217,inf,2.6951108,1.9990166,0.67550695,0.3494217,31.398386,0.47563177,0.35406533,inf,0.24373136,0.36460546,15.409447,HEALTHY
1,inf,,0.30269116,inf,6.5541387,0.069511965,0.09105699,0.6567385,0.090199694,inf,0.24623469,0.22100326,0.086420715,0.121700875,0.17236365,0.08908953,8.139642,0.12170086,0.17236367,0.23380396,0.17452733,0.12013617,0.11311071,0.100643694,0.09013472,0.29251316,0.09927803,0.093501456,0.39089084,0.08354227,0.4823615,0.2766766,0.24302897,0.24547124,inf,1.0923103,inf,0.088300146,10.244945,0.09582963,1.7736478,0.11955379,0.08404984,1.1167662,0.1496965,0.087946534,4.3317194,HEALTHY
1,0.349083,,0.20921662,0.7035026,1.7197261,0.14364666,0.12552817,0.10886375,0.15958895,0.5078308,0.17288193,0.22008048,0.11264436,0.22373594,1.233893,0.15469635,3.4535704,0.22373594,1.233893,0.106477104,0.07938025,0.17543857,0.055341437,0.045485925,0.027469393,0.35103923,0.03418114,0.14414282,0.041302368,0.14776573,0.18235926,0.21833965,0.28651732,0.14736634,1.0023595,1.487123,1.4748563,0.96048385,1.1245883,0.15895121,2.5102394,0.185064,0.20881014,0.9699886,0.1744619,0.3003311,9.009097,HEALTHY
2,inf,,0.5448342,inf,9.481959,0.11844391,0.08292405,0.83525425,0.111347675,inf,0.2209926,0.41228154,0.14172038,0.21011043,0.6606563,0.11508973,7.397153,0.21011044,0.6606563,0.20850432,0.16318746,0.1139713,0.10881665,0.09601724,0.085213564,0.52597547,0.09173931,0.09840632,0.348649,0.10547961,0.43978113,0.49598897,0.44113216,0.227393,inf,1.0915846,inf,0.24157013,19.763475,0.11467972,1.3556769,0.11296478,0.14445016,1.1184015,0.25696096,0.094420485,7.5035496,HEALTHY
2,0.9504897,,0.10402392,2.75953,0.66970897,0.20197098,0.23548605,0.15148239,0.2664888,1.2752712,0.32446533,0.11347438,0.253343,0.31629577,2.04582,0.24705377,2.286099,0.31629577,2.04582,0.20869896,0.14443259,0.3406478,0.10721352,0.098146155,0.07810183,0.29499465,0.045242958,0.25142813,0.08141551,0.2410197,0.35593167,0.10376638,0.20286098,0.24101852,0.96990085,2.4539528,2.2173834,0.90151685,0.78568816,0.25599793,62.010334,0.3394665,0.28656015,1.011554,0.17571472,0.6469056,12.7172575,HEALTHY
3,inf,,0.45524564,inf,6.1611533,0.061538365,0.04534639,0.4804825,0.06259808,inf,0.12743519,0.3849181,0.06376069,0.1090036,0.17646058,0.06505738,15.3628,0.1090036,0.17646058,0.1163105,0.09306564,0.06893574,0.063615575,0.05546411,0.04951765,0.4460392,0.052102413,0.05838546,0.19676077,0.05915371,0.21593203,0.43139857,0.40289265,0.13509956,inf,1.0442178,inf,0.076340966,15.273315,0.066136286,1.319854,0.06845596,0.075050145,1.0613505,0.14138137,0.046237387,3.8531315,HEALTHY
3,0.77008337,,0.14502227,2.1032505,0.5533797,0.20221652,0.22627227,0.15853897,0.26392087,1.1307375,0.3332506,0.15480149,0.16067266,0.30044904,1.3728111,0.24943551,1.6581953,0.30044904,1.3728111,0.19870874,0.15076998,0.33839506,0.09043777,0.067065075,0.049094547,0.35158002,0.044001006,0.2573213,0.05977619,0.25435078,0.36605695,0.14993808,0.2490826,0.23451261,0.99191105,2.1889331,2.1290197,1.2070836,0.65531135,0.2626032,6.3344917,0.34545216,0.28218168,0.978989,0.19301815,0.2794326,12.352426,HEALTHY
4,inf,,0.41472685,inf,6.29447,0.09531318,0.08920085,0.97166306,0.10553131,inf,0.242775,0.30415586,0.11843551,0.16635005,0.30544972,0.106832646,10.135402,0.16635005,0.3054497,0.23218921,0.17413591,0.12101927,0.11489802,0.0985118,0.09005774,0.3988564,0.09708711,0.10003721,0.38626575,0.0982997,0.48141712,0.37677962,0.33223182,0.2461575,inf,1.0948255,inf,0.3032382,14.538415,0.11010458,1.5103854,0.11868275,0.115916274,1.1243813,0.20529075,0.09499439,5.973079,HEALTHY
4,0.5068933,,0.17445627,1.1009145,0.882052,0.17322591,0.16009559,0.13301592,0.20552063,0.72250265,0.22518195,0.18478166,0.1547669,0.27063957,1.4163129,0.1954162,3.6067395,0.27063957,1.4163129,0.13913064,0.10269186,0.23449148,0.044806127,0.06032309,0.041985173,0.3465806,0.03356103,0.18769567,0.048048355,0.19254544,0.24122557,0.17872278,0.26535884,0.18338306,0.98606217,1.7749449,1.7081283,0.7053578,0.9343196,0.20193475,3.5588276,0.23841532,0.2469351,0.98508203,0.19406132,0.39598215,10.890157,HEALTHY
5,inf,,0.44322956,inf,6.3017755,0.09576862,0.08213421,0.7192996,0.10147242,inf,0.22251119,0.33264223,0.11408975,0.16615266,0.35251155,0.10354606,5.1865654,0.16615266,0.35251155,0.21108642,0.16094014,0.1127333,0.10482551,0.09288804,0.08264374,0.42744577,0.090227775,0.09448708,0.35088226,0.0946862,0.4301246,0.4062165,0.3602013,0.22854923,inf,1.0819621,inf,0.1632689,31.959093,0.105753295,1.4235815,0.11145036,0.11490531,1.1092854,0.20675927,0.08810412,5.926876,HEALTHY
5,0.95766085,,0.14849055,2.4872282,0.52697146,0.22999977,0.2767999,0.19399942,0.32118887,1.3944073,0.39813265,0.15810415,0.17578316,0.34325543,0.7577873,0.30811366,1.3073859,0.34325543,0.75778735,0.24056694,0.17699088,0.4140784,0.09332014,0.06700762,0.054068767,0.38044852,0.041254938,0.31841147,inf,0.30640122,inf,0.15051073,0.26322803,0.28096476,0.9658184,2.5178716,2.3943117,2.2383645,0.6681441,0.3223899,6.730983,0.4184178,0.32228297,0.9936459,0.2203998,0.31082398,14.108496,HEALTHY
6,0.63414055,,0.2979929,2.096315,5.955167,0.061569892,0.07874976,0.4930974,0.08016112,0.6502171,0.21264084,0.22571456,0.07265054,0.10805733,0.1255114,0.07922613,15.476266,0.10805733,0.12551142,0.20095482,0.15259735,0.107482195,0.09813256,0.08823348,0.07907857,0.28859085,0.08646082,0.08363387,inf,0.07431588,inf,0.2744524,0.24504176,0.21675126,1.3400095,1.0794156,1.43609,0.05583519,14.496465,0.085553326,1.7035811,0.1073506,0.074961595,1.1029732,0.13420571,0.0737696,3.8415115,HEALTHY
6,inf,,0.09186587,inf,0.53435844,0.21732223,0.3731258,0.1683853,0.32947794,inf,0.5020495,0.10332133,0.18455394,0.31466442,0.814862,0.31214166,1.6575143,0.31466442,0.814862,0.32682365,0.21363509,0.49704206,0.020641306,0.09959736,0.07118384,0.3198734,0.09212205,0.35098588,0.09033621,0.32100245,0.5553321,0.10272007,0.20715645,0.31197974,inf,3.103037,inf,2.2616642,0.49113095,0.33244118,100.479256,0.51811856,0.30399054,0.92932576,0.18247095,0.36518234,13.080254,HEALTHY
7,inf,,0.45097303,inf,5.4052734,0.09704885,0.08097329,0.846584,0.10194327,inf,0.21947564,0.34056887,0.113793336,0.16804142,0.35511905,0.104137115,7.037141,0.16804142,0.35511905,0.20743601,0.15941887,0.112533554,0.10684188,0.0930444,0.08278074,0.43463522,0.087960035,0.09455056,0.34475368,0.09518902,0.42510983,0.41096967,0.36659217,0.22601637,inf,1.0874493,inf,0.1961334,20.763145,0.10616132,1.425246,0.11066583,0.11782055,1.1162201,0.20876752,0.08818191,6.040767,HEALTHY
7,0.7572261,,0.1549028,2.1109564,0.5506417,0.20304196,0.23479697,0.15508099,0.26182282,1.116979,0.3426615,0.16799793,0.14792003,0.29527575,1.33451,0.24961069,1.7655343,0.29527575,1.33451,0.20575026,0.15177462,0.337511,0.10877288,0.06996674,0.046356276,0.37021935,0.063111514,0.25803292,0.07451101,0.25495726,0.3657347,0.1678102,0.26836872,0.23910846,1.0201349,2.0995839,2.1150901,1.4220687,0.7323321,0.2637211,5.6251817,0.35432324,0.28195688,0.94695497,0.20242845,0.23847862,12.23992,HEALTHY
8,0.5821497,,0.31560013,1.8121673,6.3183413,0.061528992,0.07107505,0.33665568,0.07743649,0.6015311,0.20320904,0.24187934,inf,0.106038846,0.2534605,0.07707803,7.764968,0.106038846,0.25346053,0.19093323,0.14253536,0.1005403,0.09302122,0.08345163,0.074621424,0.3069185,0.08032092,0.07937582,0.32132268,0.071803704,0.3645423,0.29315123,0.2625553,0.2026951,1.319896,inf,1.4037702,0.054332476,13.227815,0.08251764,1.600905,0.101440236,0.07365703,inf,0.13415419,0.06749151,3.801095,HEALTHY
8,0.78642386,,0.16359341,1.9133884,0.53530073,0.21860631,0.22630574,0.18539472,0.28810975,1.1647661,0.34148064,0.16980153,0.17179339,0.32810876,1.2442186,0.2739603,1.3063444,0.32810876,1.2442186,0.20165034,0.1563029,0.35478905,0.21520564,0.06102098,0.053905074,0.37979704,0.03179624,0.27648872,0.051452618,0.27407518,0.3833483,0.16191754,0.26747918,0.24236822,0.97063863,2.2891145,2.1625466,1.6377152,0.74538165,0.28593504,5.133307,0.35399708,0.3048988,1.0132735,0.2065268,0.26232156,13.452997,HEALTHY
9,0.61689097,,0.39376423,1.5365031,20.54139,0.08033366,0.07777044,0.7752178,0.09053452,0.6395178,0.2108487,0.29999748,0.09249797,0.13928281,0.19865747,0.09172011,15.648659,0.13928281,0.19865748,0.19685863,0.15135719,0.10587991,0.09801664,0.08762507,0.077111766,0.38139737,0.08369884,0.087102056,inf,0.08400379,inf,0.362093,0.32374755,0.21063457,1.3257308,1.079218,1.4222729,0.29471973,36.286022,0.09515772,1.4686911,0.106270365,0.09903263,1.1035779,0.17274849,0.07949552,5.0375524,HEALTHY
9,0.77249765,,0.13351792,2.4941103,0.52366275,0.1686278,0.24243647,0.14470336,0.2491239,1.1565155,0.35681024,0.14145863,0.1128093,0.24620655,1.055213,0.2383132,1.2569233,0.24620655,1.055213,0.21136273,0.15927568,0.3597511,0.30254456,0.05594112,0.040808577,0.30800667,0.045113888,0.26500183,0.056273405,0.24414322,0.38499466,0.13956633,0.2214112,0.25172338,0.9982262,2.1779745,2.1556048,2.846918,0.6018186,0.25692442,6.583541,0.3721318,0.2359653,0.9639945,0.16638903,0.2261247,10.199409,HEALTHY
